98.44,0.0492188,0.00849609,0.0144857,0.0224284,0.0401693,0.0625326,0.131445,0.353027,0.438835,0.467741,2.06868,1.18864,1.30326,1.13623,0.823145,0.513477,0.315723,0.199349,0.129329,0.733789,0.652051,0.0306966,0.039388,0.0682292,0.132747,0.279329,0.844466,1.58727,1.31608,1.0652,1.94235,1.18223,0.634961,0.180339,0.0354818,0.00716146,0.00159505,0.000260417,6.51042e-05,9.76563e-05,0.21735,0.0165039,0.0242187,0.0417969,0.0765951,0.15013,0.407812,1.07809,1.15111,1.1404,2.50456,1.32868,0.965885,0.497559,0.188867,0.0724609,0.0365234,0.0202148,0.0114583,0.0697917,0.00309245,0.00016276,0.000292969,0.000325521,0.000683594,0.0014974,0.00218099,0.00341797,0.0136719,0.289225,3.24443,2.15553,1.79163,0.797721,0.487207,0.318392,0.199154,0.123079,0.083138,0.485156,0.000325521,0,0,3.25521e-05,3.25521e-05,0.00016276,0.000130208,0.000292969,0.00205078,0.111198,2.67614,2.95436,2.46969,0.85498,0.292839,0.105339,0.0679362,0.0493815,0.0305013,0.384603,0.000683594,0,3.25521e-05,0.000130208,0.000195313,0.000423177,0.000716146,0.00143229,0.00660807,0.355013,2.8859,2.98021,1.90283,0.788835,0.396159,0.172721,0.0901042,0.0563151,0.0402669,0.321419,11.4553,7.51688,10.2844,11.2462,375.59,161.029,281.408,373.87,0.910196,0.932311,0.927953,0.907994,0.155372,0.176611,0.142953,0.159625
98.44,0.366569,0.0233398,0.0290365,0.031543,0.0435547,0.0655599,0.0814779,0.103418,0.163509,0.371289,4.45892,1.72119,1.15,0.522168,0.227539,0.119661,0.0833984,0.0578125,0.0442383,0.335775,1.83861,0.147656,0.177311,0.244108,0.3014,0.386751,0.420768,0.468229,0.580111,0.915169,3.16455,1.21683,0.136035,0.00208333,0.000292969,6.51042e-05,0,0,0,3.25521e-05,0.961133,0.089388,0.119108,0.131217,0.154525,0.209896,0.257422,0.341602,0.514648,0.993457,3.97614,1.60934,0.570085,0.0506185,0.0077474,0.00296224,0.00169271,0.000878906,0.00078125,0.00735677,0.0463542,0.00244141,0.00416667,0.00621745,0.00813802,0.0150716,0.0249023,0.0503581,0.202507,1.58389,6.12142,0.74528,0.340462,0.235742,0.142969,0.087207,0.0594727,0.0384766,0.0285482,0.25638,0.00257161,0.000130208,0.000390625,0.000358073,0.000553385,0.0016276,0.0031901,0.0109375,0.0712891,1.41647,5.3584,1.22852,0.725033,0.385905,0.167188,0.104004,0.0651042,0.0337565,0.0229492,0.401628,0.0104167,0.000748698,0.00172526,0.00172526,0.00302734,0.00511068,0.00957031,0.0216146,0.104199,1.43688,5.88708,0.996159,0.59873,0.292904,0.137858,0.0888672,0.05625,0.0359701,0.0260742,0.285091,10.238,9.0522,9.79938,11.1679,360.873,244.679,306.476,431.069,0.916615,0.895992,0.90868,0.910812,0.311792,0.296524,0.298909,0.319996
97.66,0.836133,0.084375,0.0989909,0.132324,0.183333,0.212695,0.211784,0.257324,0.356901,0.511816,1.32917,1.44157,1.15872,0.958691,0.720475,0.486361,0.323307,0.201823,0.119629,0.374577,0.0267253,0.0280599,0.0786458,0.203874,0.539779,1.00068,0.982878,0.953743,0.994434,1.39753,1.69525,1.22412,0.669206,0.16849,0.0294271,0.00556641,0.00110677,0.000325521,9.76563e-05,6.51042e-05,0.119564,0.0728841,0.122331,0.200456,0.399121,0.665625,0.738314,0.755371,0.837533,1.11188,1.73672,1.271,1.02008,0.593978,0.233529,0.0772786,0.0254232,0.00807292,0.00413411,0.00670573,0.0415039,0.00478516,0.00598958,0.00751953,0.0129883,0.026237,0.0586589,0.135547,0.408138,1.6554,3.53997,1.54697,0.92028,0.492773,0.242513,0.14209,0.0922201,0.0581706,0.044401,0.563835,0.000423177,0.000195313,0.000227865,0.000227865,0.00078125,0.00159505,0.0063151,0.0284831,0.162467,1.24912,4.1916,3.26289,0.778353,0.194531,0.0647135,0.0242188,0.0121419,0.0063151,0.00358073,0.0118164,0.00322266,0.000520833,0.00100911,0.0015625,0.00276693,0.00611979,0.016276,0.0570964,0.241309,1.58457,3.86107,2.66917,0.923145,0.290137,0.124577,0.0672201,0.038737,0.0242513,0.0168945,0.0703451,15.0194,12.1389,14.4265,16.3177,521.15,324.174,463.442,615.584,0.901144,0.907591,0.906419,0.888544,0.0998119,0.0438827,0.0596742,0.100473
97.21,0.0707031,0.00670573,0.0085612,0.0120443,0.0213216,0.0400065,0.0626302,0.0780273,0.0908203,0.117448,1.29766,0.842676,0.649577,0.594303,0.646224,0.677181,0.599056,0.439941,0.339193,3.40592,0.315137,0.0597982,0.0742513,0.0974609,0.150521,0.283919,0.50293,0.614551,0.693359,0.961068,1.98408,1.40563,1.4168,0.971061,0.323991,0.0882487,0.0302409,0.0115885,0.00641276,0.00895182,0.173047,0.0172201,0.023112,0.0341146,0.0489583,0.0991211,0.209668,0.278776,0.263835,0.433626,1.62314,0.950358,0.995475,1.16624,1.0401,0.726009,0.432161,0.289193,0.217741,0.978092,0.0161784,0.00094401,0.00146484,0.00143229,0.00192057,0.0039388,0.00566406,0.00970052,0.0275065,0.359831,3.39541,1.80592,1.26006,0.698242,0.45013,0.326921,0.236816,0.163965,0.131152,1.1028,0.00403646,0.000130208,0.000390625,0.000585938,0.00094401,0.00146484,0.00227865,0.00416667,0.0135742,0.116309,2.77057,2.40371,1.8666,0.970443,0.609342,0.410156,0.216471,0.122526,0.0802083,0.406087,0.0111003,0.000358073,0.000683594,0.000976563,0.00166016,0.00315755,0.0046224,0.00761719,0.0235352,0.430566,2.92497,2.11549,1.48766,0.814193,0.535807,0.347656,0.237077,0.157161,0.117871,0.777832,16.4255,9.73054,15.8732,15.584,661.041,339.495,617.553,648.781,0.890638,0.881455,0.895684,0.876466,0.0887028,0.373934,0.0919313,0.178298
98.55,1.00345,0.108008,0.129395,0.135352,0.163249,0.187923,0.210384,0.246061,0.313509,0.409928,3.83763,1.26891,0.810352,0.477311,0.220313,0.107064,0.0580078,0.0358073,0.0255534,0.25179,3.21738,0.429688,0.420703,0.371549,0.33763,0.342839,0.360417,0.420964,0.513835,0.81901,2.12643,0.576986,0.0575846,0.00455729,0.000227865,3.25521e-05,0,6.51042e-05,3.25521e-05,6.51042e-05,2.47689,0.29222,0.338932,0.332324,0.318848,0.309342,0.320605,0.341341,0.436784,0.730306,2.70098,1.03001,0.292643,0.0539388,0.0117839,0.00449219,0.0023763,0.000911458,0.000683594,0.00458984,0.0527669,0.00341797,0.00566406,0.0085612,0.0132161,0.0201497,0.0388997,0.0753255,0.240299,1.39128,5.22806,0.81875,0.441178,0.275456,0.197396,0.144401,0.11276,0.0784505,0.0645182,0.789453,0.0237956,0.00289714,0.00384115,0.00439453,0.00683594,0.011556,0.0220703,0.0438802,0.15293,0.874544,4.821,1.11084,0.661882,0.463802,0.333398,0.232585,0.153451,0.101074,0.0825521,0.892676,0.0458333,0.00384115,0.0047526,0.00712891,0.0106771,0.017806,0.0312174,0.0592122,0.197461,1.61201,4.52822,0.942253,0.568132,0.386589,0.267676,0.181999,0.129199,0.0927734,0.0785482,0.834668,12.7733,10.149,14.7253,13.5079,604.405,287.726,792.558,669.351,0.887085,0.884726,0.873166,0.849584,0.344607,0.270627,0.321976,0.365161
97.57,0.997624,0.111393,0.145964,0.164714,0.212207,0.265104,0.292546,0.304753,0.322461,0.354785,1.09648,1.12933,1.28275,1.07373,0.684668,0.450553,0.314323,0.196712,0.120345,0.479557,0.970573,0.320345,0.403841,0.476497,0.562402,0.575977,0.513639,0.527116,0.605892,0.920443,2.1973,1.16077,0.469596,0.194922,0.0708008,0.0213867,0.00602214,0.0016276,0.000488281,0.000358073,1.22998,0.257259,0.334668,0.393717,0.469206,0.499349,0.422689,0.424674,0.488281,0.716406,1.85501,1.41836,0.72347,0.390137,0.192318,0.10166,0.0477214,0.0186849,0.00693359,0.00947266,0.160156,0.0155273,0.0209961,0.0261393,0.0417969,0.0663411,0.108984,0.192676,0.403288,1.40299,3.70785,1.24645,0.735905,0.408496,0.261198,0.194987,0.143848,0.1,0.0806966,0.681673,0.0339844,0.00511068,0.00836589,0.0119792,0.0196615,0.0340169,0.0669596,0.139518,0.347233,1.38193,3.07487,1.72454,1.15863,0.574056,0.367578,0.23418,0.144987,0.0892904,0.0685872,0.514518,0.0726888,0.0086263,0.0119792,0.0157552,0.0244792,0.0414714,0.0740885,0.149642,0.339355,1.36465,3.1958,1.53255,1.03333,0.544922,0.34069,0.233268,0.155892,0.106055,0.0817057,0.673047,21.5137,10.4163,20.1221,21.839,1185.25,242.442,989.108,1219.97,0.851818,0.904673,0.86297,0.83215,0.123908,0.0476884,0.100111,0.121643
95.47,0.604427,0.0231771,0.0249023,0.0297526,0.0392904,0.0438802,0.0492187,0.0538086,0.0762044,0.161816,1.86797,0.712305,0.505273,0.486458,0.599642,0.910612,0.966764,0.596191,0.399805,1.8485,1.32865,0.149251,0.156738,0.166667,0.164453,0.170671,0.206087,0.248665,0.357585,1.20501,1.4987,1.09043,1.48678,1.19528,0.383268,0.114095,0.0415365,0.0160156,0.00836589,0.0117513,1.10947,0.0868815,0.0832031,0.0846354,0.079362,0.0834635,0.0894857,0.106803,0.166699,0.535807,1.71839,0.611621,0.651693,1.08939,1.45713,0.856641,0.34082,0.184701,0.115007,0.548796,0.0500977,0.00273438,0.0054362,0.0061849,0.0086263,0.0157878,0.0233073,0.0416667,0.125423,1.58503,4.62155,1.91374,0.642839,0.262891,0.137207,0.0921549,0.0654297,0.0461263,0.0406901,0.313086,0.0163411,0.000976563,0.00107422,0.00182292,0.00250651,0.00465495,0.00830078,0.0150065,0.0539063,1.23486,4.15391,2.15303,0.861328,0.369759,0.217285,0.158464,0.115755,0.0824544,0.0666667,0.481901,0.0398438,0.00247396,0.00380859,0.00377604,0.00572917,0.00927734,0.014388,0.0241536,0.0745117,1.31286,4.58112,1.96699,0.710352,0.314095,0.170801,0.111589,0.0815104,0.0634766,0.0486003,0.460645,18.1644,9.43992,18.3108,19.4639,766.986,237.782,765.281,920.115,0.837572,0.878186,0.840228,0.80993,0.0853481,0.17528,0.0820248,0.10599
97.62,0.116569,0.0220378,0.029069,0.037207,0.0560547,0.0878255,0.138835,0.225033,0.433236,0.779134,2.35853,1.67064,1.51859,1.07725,0.537467,0.267839,0.143262,0.0758138,0.049349,0.37627,0.660645,0.124219,0.189876,0.266341,0.391016,0.6111,0.595898,0.545313,0.60153,1.28978,2.60508,1.41051,0.518132,0.14707,0.0332031,0.00712891,0.00192057,0.000520833,0.000390625,0.000325521,0.398763,0.0610677,0.0832357,0.118001,0.162402,0.269824,0.429134,0.630111,0.681901,0.916862,2.35404,1.87471,1.09414,0.517122,0.215755,0.0889974,0.0410156,0.018457,0.00914714,0.035319,0.0226563,0.00152995,0.00328776,0.00380859,0.00729167,0.0125977,0.0233398,0.0564779,0.19043,1.09004,3.38223,2.22943,1.089,0.552311,0.323861,0.215007,0.135807,0.087793,0.0628581,0.510254,0.0125977,0.00100911,0.00172526,0.00234375,0.00397135,0.00660807,0.015332,0.0399414,0.136523,0.919694,3.10348,2.32744,1.30469,0.652311,0.37793,0.236523,0.152572,0.0998047,0.0870117,0.51849,0.0241536,0.00211589,0.0023763,0.00397135,0.00579427,0.00973307,0.0195638,0.0470703,0.156901,1.05007,3.33551,2.27493,1.12288,0.569596,0.328711,0.211816,0.140007,0.09375,0.0784505,0.522591,15.1927,10.7532,14.4717,15.9373,616.534,287.604,536.259,713.05,0.886368,0.89318,0.901811,0.872412,0.0633199,0.0832045,0.0599509,0.0952311
98.29,0.0847331,0.00729167,0.0102865,0.0138346,0.020638,0.0329102,0.0485026,0.0760091,0.15153,0.35485,2.22891,1.4334,1.37936,1.03825,0.759733,0.48457,0.325586,0.220736,0.158073,1.1708,0.189941,0.0681966,0.130632,0.264681,0.400911,0.57832,0.662044,0.868783,1.18128,1.2818,2.4473,1.26263,0.458919,0.135319,0.041569,0.0156576,0.00602214,0.00234375,0.000976563,0.00266927,0.275098,0.0431966,0.0682617,0.0958333,0.138118,0.214941,0.305241,0.45013,0.67819,1.18389,2.63073,1.96572,1.09632,0.454948,0.182096,0.0795573,0.0401367,0.0214844,0.0131836,0.0629232,0.0160482,0.0015625,0.00221354,0.00348307,0.00533854,0.00846354,0.0132487,0.023112,0.055306,0.38877,2.29674,1.30387,1.15065,0.823405,0.5486,0.420638,0.339876,0.244596,0.194238,2.15983,0.0724935,0.0105469,0.0140951,0.0180339,0.029069,0.0548828,0.130697,0.319271,0.71849,1.32793,3.10182,1.88405,1.12913,0.523112,0.234277,0.121419,0.0745117,0.0486979,0.0313802,0.156087,0.0658854,0.00602214,0.00901693,0.0111003,0.0173177,0.0275716,0.0495443,0.0877279,0.213346,0.792773,2.46351,1.56074,1.24027,0.854199,0.565527,0.394661,0.272493,0.180013,0.128971,1.05931,15.3855,12.8209,15.547,12.6191,660.109,473.254,689.678,517.772,0.903158,0.918296,0.904082,0.897724,0.112081,0.163559,0.121397,0.295936
98.99,0.0322917,0.00315755,0.00478516,0.0047526,0.00771484,0.0148763,0.0246419,0.0418945,0.104297,0.419564,4.59723,1.66501,1.15104,0.743522,0.360286,0.163997,0.0882161,0.0519857,0.0396484,0.481087,0.68418,0.100163,0.105762,0.138151,0.255957,0.442806,0.705469,1.36335,1.77637,2.49128,1.81908,0.112988,0.00400391,0.000423177,3.25521e-05,0,0,0,0,0,0.446875,0.0625,0.0813477,0.10319,0.141797,0.206217,0.294206,0.453874,0.773926,1.9096,4.57184,0.808105,0.117448,0.0143555,0.0038737,0.00205078,0.00179036,0.000683594,0.000390625,0.00592448,0.00745443,0.000455729,0.00104167,0.00113932,0.00152995,0.0023112,0.00325521,0.00621745,0.0132487,0.0777018,4.1085,1.06559,1.11029,0.987142,0.563542,0.288607,0.202148,0.159733,0.134668,1.26543,0.121973,0.00589193,0.0135417,0.0183919,0.0420898,0.0865234,0.142839,0.358952,0.980339,2.17428,3.9929,1.50479,0.457845,0.0485677,0.0159505,0.00605469,0.0046224,0.00218099,0.00185547,0.0204102,0.0719727,0.00286458,0.00735677,0.00924479,0.0141927,0.0270833,0.0402995,0.0614258,0.159408,0.564616,4.03535,2.0627,1.68226,0.676758,0.214746,0.0901367,0.0489909,0.0241211,0.0138997,0.192578,6.93044,5.87889,6.95322,5.6591,151.138,126.916,161.344,137.584,0.929358,0.939057,0.933835,0.890192,0.274086,0.312687,0.319617,0.438744
99.31,0.0225586,0.00227865,0.00403646,0.00491536,0.00852865,0.018457,0.059082,0.152539,0.243066,0.390169,1.90641,2.97327,2.78236,0.860872,0.173763,0.0832031,0.0523763,0.0304362,0.0213216,0.210352,0.130501,0.0274089,0.0369466,0.0630859,0.138444,0.317122,0.778451,1.26924,1.80293,1.89665,2.99147,0.541081,0.00654297,0.000130208,0,0,0,0,0,0,0.0960286,0.0105143,0.0156576,0.0225586,0.0376953,0.0692383,0.205339,0.476595,0.739648,1.46982,3.85475,2.69746,0.289128,0.0107096,0.00146484,0.000846354,0.000455729,0.000292969,3.25521e-05,0.00175781,0.00172526,0.000130208,0.000520833,0.000292969,0.000553385,0.000488281,0.000683594,0.00315755,0.0185547,0.171191,1.58597,1.9251,1.37214,1.06149,0.722949,0.559896,0.442969,0.323665,0.274219,1.53431,0.00455729,0.000358073,0.000585937,0.00110677,0.00185547,0.00286458,0.00748698,0.0235026,0.242806,1.26702,4.51364,2.87435,0.689909,0.175391,0.0614583,0.0367188,0.0188477,0.00983073,0.00742188,0.0602865,0.00100911,3.25521e-05,0.000130208,0.000260417,0.000585938,0.00094401,0.00315755,0.00878906,0.0510417,0.330241,2.12588,2.83447,2.05632,0.974902,0.446126,0.296549,0.262988,0.144043,0.0772135,0.385319,7.36389,6.23624,7.44429,5.94111,133.288,105.365,132.464,103.276,0.928345,0.933585,0.929164,0.929829,0.0643918,0.0651631,0.0596802,0.158314
99.3,0.0015625,0.00016276,6.51042e-05,0.000423177,0.00123698,0.00325521,0.00999349,0.0626953,0.230208,0.40459,1.27158,0.832812,0.787988,0.968652,1.03398,0.867936,0.597298,0.484375,0.429036,2.01214,0.0308268,0.00615234,0.00973307,0.0211914,0.0407878,0.0623698,0.136589,0.65472,1.95534,1.64909,2.55352,1.78874,0.856868,0.176172,0.0390625,0.0113932,0.00266927,0.000553385,6.51042e-05,0.00416667,0.00410156,0.000390625,0.00078125,0.00120443,0.00260417,0.00677083,0.0230469,0.166081,1.05677,0.576367,1.62295,1.73597,2.14473,1.39476,0.618848,0.264551,0.10179,0.0466146,0.0308268,0.200846,0.00250651,0.000292969,0.000488281,0.000878906,0.00221354,0.00413411,0.0135742,0.0375651,0.169043,0.390983,2.50488,1.39329,1.25658,0.828223,0.624707,0.509408,0.377637,0.261296,0.184863,1.43743,0.0142904,0.00240885,0.00491536,0.00722656,0.012207,0.0273112,0.0434896,0.133887,1.42383,2.54098,3.57773,1.5457,0.518164,0.0924805,0.0187174,0.00660807,0.00442708,0.00159505,0.00143229,0.0225911,0.00234375,0.000455729,0.000390625,0.00061849,0.00211589,0.00279948,0.00608724,0.0348958,0.657715,1.51683,2.89274,1.85801,1.17155,0.673893,0.378125,0.207454,0.117643,0.0714193,0.0495768,0.355339,7.16131,7.66517,7.36648,7.35855,173.991,208.171,188.7,199.321,0.951132,0.941456,0.954566,0.939856,0.140679,0.18446,0.12709,0.17723
99.08,1.41742,0.0938802,0.112044,0.130957,0.153451,0.184863,0.216634,0.243294,0.295085,0.367253,1.92819,2.39492,1.53327,0.538835,0.145475,0.0573893,0.0314128,0.0198568,0.0158854,0.119889,1.07959,0.497168,0.519368,0.607878,0.585286,0.518294,0.446452,0.433626,0.525749,0.952604,2.8571,0.925391,0.0495443,0.00166016,0.000260417,0,3.25521e-05,0,0,0,1.64134,0.290137,0.331934,0.393392,0.43252,0.44821,0.397689,0.374642,0.422428,0.705241,2.55127,1.67243,0.29375,0.0365885,0.00638021,0.00100911,0.000423177,0.000195312,3.25521e-05,0.000390625,0.218359,0.0157227,0.0208008,0.0245117,0.0351888,0.0547201,0.0781901,0.123177,0.251953,1.10511,4.82441,1.56927,0.659342,0.280046,0.15612,0.101921,0.0731771,0.0445964,0.0375326,0.325846,0.0713216,0.00279948,0.0161458,0.0142904,0.0225586,0.0457682,0.0908529,0.190462,0.660026,2.55752,4.01995,1.54609,0.449772,0.145573,0.0582031,0.0315104,0.0183268,0.0114258,0.0078776,0.0395182,0.228874,0.0158854,0.0280273,0.0341146,0.0558594,0.100033,0.168457,0.278776,0.56224,1.73639,4.16676,1.56413,0.522884,0.191178,0.0885091,0.0553711,0.0356771,0.0238607,0.0163411,0.126628,17.3999,11.684,13.8042,16.7394,888.789,298.899,526.723,738.344,0.876334,0.919433,0.911506,0.890277,0.20903,0.0680444,0.207379,0.195259
