98.4379,0.0492188,0.652051,0.21735,0.00309245,0.000325521,0.000683594,0.00849609,0.0306966,0.0165039,0.00016276,0,0,0.0144857,0.039388,0.0242187,0.000292969,0,3.25521e-05,0.0224284,0.0682292,0.0417969,0.000325521,3.25521e-05,0.000130208,10.3076,6.8208,9.21367,10.22,331.887,140.29,243.823,333.011,0.884693,0.901088,0.915878,0.856179,0.222889,0.227518,0.208935,0.223982
98.4411,0.366569,1.83861,0.961133,0.0463542,0.00257161,0.0104167,0.0233398,0.147656,0.089388,0.00244141,0.000130208,0.000748698,0.0290365,0.177311,0.119108,0.00416667,0.000390625,0.00172526,0.031543,0.244108,0.131217,0.00621745,0.000358073,0.00172526,9.36763,8.10488,8.99681,9.64566,315.094,206.274,266.911,349.671,0.909788,0.891117,0.923509,0.905579,0.331305,0.305366,0.318912,0.342863
97.6573,0.836133,0.0267253,0.119564,0.0415039,0.000423177,0.00322266,0.084375,0.0280599,0.0728841,0.00478516,0.000195313,0.000520833,0.0989909,0.0786458,0.122331,0.00598958,0.000227865,0.00100911,0.132324,0.203874,0.200456,0.00751953,0.000227865,0.0015625,15.9483,12.1443,15.2177,16.8701,577.671,327.156,511.412,659.815,0.892631,0.904792,0.897948,0.881386,0.099863,0.0506024,0.0628582,0.106432
97.213,0.0707031,0.315137,0.173047,0.0161784,0.00403646,0.0111003,0.00670573,0.0597982,0.0172201,0.00094401,0.000130208,0.000358073,0.0085612,0.0742513,0.023112,0.00146484,0.000390625,0.000683594,0.0120443,0.0974609,0.0341146,0.00143229,0.000585938,0.000976563,16.5867,9.00303,15.8125,14.8928,672.839,313.824,624.941,626.211,0.888909,0.872332,0.893436,0.874147,0.0941034,0.413749,0.106681,0.204869
98.5491,1.00345,3.21738,2.47689,0.0527669,0.0237956,0.0458333,0.108008,0.429688,0.29222,0.00341797,0.00289714,0.00384115,0.129395,0.420703,0.338932,0.00566406,0.00384115,0.0047526,0.135352,0.371549,0.332324,0.0085612,0.00439453,0.00712891,12.5975,10.378,14.2647,13.3107,586.207,290.187,745.156,644.28,0.890152,0.886749,0.878856,0.870297,0.331306,0.232688,0.307119,0.347061
97.5689,0.997624,0.970573,1.22998,0.160156,0.0339844,0.0726888,0.111393,0.320345,0.257259,0.0155273,0.00511068,0.0086263,0.145964,0.403841,0.334668,0.0209961,0.00836589,0.0119792,0.164714,0.476497,0.393717,0.0261393,0.0119792,0.0157552,20.4233,10.4853,19.4087,20.9354,1132.76,255.303,968.327,1166.16,0.851786,0.902946,0.861972,0.832502,0.146074,0.0605004,0.118205,0.136238
95.4651,0.604427,1.32865,1.10947,0.0500977,0.0163411,0.0398438,0.0231771,0.149251,0.0868815,0.00273438,0.000976563,0.00247396,0.0249023,0.156738,0.0832031,0.0054362,0.00107422,0.00380859,0.0297526,0.166667,0.0846354,0.0061849,0.00182292,0.00377604,17.7821,9.80615,18.0487,18.9997,723.45,254.252,731.555,872.413,0.820225,0.874349,0.824378,0.799603,0.0971334,0.166044,0.0962159,0.109596
97.622,0.116569,0.660645,0.398763,0.0226563,0.0125977,0.0241536,0.0220378,0.124219,0.0610677,0.00152995,0.00100911,0.00211589,0.029069,0.189876,0.0832357,0.00328776,0.00172526,0.0023763,0.037207,0.266341,0.118001,0.00380859,0.00234375,0.00397135,15.5247,10.7109,14.7614,16.3537,639.562,280.821,556.298,729.882,0.889015,0.899014,0.904532,0.875212,0.0585376,0.0774805,0.0588929,0.0752176
98.2925,0.0847331,0.189941,0.275098,0.0160482,0.0724935,0.0658854,0.00729167,0.0681966,0.0431966,0.0015625,0.0105469,0.00602214,0.0102865,0.130632,0.0682617,0.00221354,0.0140951,0.00901693,0.0138346,0.264681,0.0958333,0.00348307,0.0180339,0.0111003,16.4943,13.7219,16.7919,13.7789,732.05,517.887,770.026,581.254,0.905522,0.921711,0.906609,0.902265,0.0801424,0.118813,0.0841404,0.245432
98.9892,0.0322917,0.68418,0.446875,0.00745443,0.121973,0.0719727,0.00315755,0.100163,0.0625,0.000455729,0.00589193,0.00286458,0.00478516,0.105762,0.0813477,0.00104167,0.0135417,0.00735677,0.0047526,0.138151,0.10319,0.00113932,0.0183919,0.00924479,6.30294,5.38976,6.30946,5.17682,134.104,117.462,141.378,126.011,0.908148,0.923679,0.93716,0.881339,0.32808,0.367703,0.365722,0.493925
99.3056,0.0225586,0.130501,0.0960286,0.00172526,0.00455729,0.00100911,0.00227865,0.0274089,0.0105143,0.000130208,0.000358073,3.25521e-05,0.00403646,0.0369466,0.0156576,0.000520833,0.000585937,0.000130208,0.00491536,0.0630859,0.0225586,0.000292969,0.00110677,0.000260417,7.10134,6.37379,7.21854,6.12177,128.51,110.747,129.195,110.696,0.930146,0.93871,0.931177,0.936522,0.0902323,0.0837141,0.0854028,0.178433
99.3005,0.0015625,0.0308268,0.00410156,0.00250651,0.0142904,0.00234375,0.00016276,0.00615234,0.000390625,0.000292969,0.00240885,0.000455729,6.51042e-05,0.00973307,0.00078125,0.000488281,0.00491536,0.000390625,0.000423177,0.0211914,0.00120443,0.000878906,0.00722656,0.00061849,7.01712,8.06428,7.36708,7.69464,169.389,226.561,189.92,214.625,0.950404,0.944554,0.954689,0.939452,0.131633,0.17021,0.108016,0.172852
99.0756,1.41742,1.07959,1.64134,0.218359,0.0713216,0.228874,0.0938802,0.497168,0.290137,0.0157227,0.00279948,0.0158854,0.112044,0.519368,0.331934,0.0208008,0.0161458,0.0280273,0.130957,0.607878,0.393392,0.0245117,0.0142904,0.0341146,15.2178,10.6499,12.4053,14.8358,725.57,251.826,448.808,603.472,0.878946,0.927793,0.91011,0.892452,0.216529,0.08882,0.207111,0.203098
99.0307,0.780534,2.42972,2.16813,0.182552,0.316178,0.179785,0.0708984,0.37194,0.27373,0.00992839,0.00524089,0.00865885,0.0855794,0.469401,0.361914,0.0152995,0.021875,0.0158529,0.0938151,0.746973,0.445475,0.0163411,0.0191081,0.0188151,7.11808,6.26134,6.7367,6.75444,291.621,153.641,245.725,245.905,0.923633,0.877357,0.895242,0.851162,0.424504,0.424694,0.48721,0.527834
98.9441,0.244303,1.12585,0.471973,0.0531576,0.0171875,0.0395182,0.0314453,0.180046,0.0921549,0.00283203,0.00110677,0.00198568,0.0383138,0.272852,0.112695,0.00374349,0.00152995,0.00345052,0.0435221,0.334798,0.123958,0.00429688,0.00152995,0.0031901,12.7066,8.70255,11.5828,13.01,429.681,210.102,345.312,490.031,0.925266,0.923003,0.935434,0.912178,0.161362,0.237245,0.139698,0.226908
98.9633,0.265918,0.0116862,0.117806,0.0814779,0.000195313,0.00963542,0.0341797,0.0101563,0.0363607,0.00478516,0,0.000911458,0.0476237,0.0182617,0.0555339,0.00921224,6.51042e-05,0.00185547,0.0571289,0.0690104,0.11709,0.00970052,0.00016276,0.00270182,8.39312,6.70257,8.04966,8.44357,205.059,143.821,183.219,212.429,0.948748,0.931643,0.953973,0.947876,0.114175,0.205427,0.120122,0.132643
97.5427,0.173633,2.30719,1.2471,0.223665,0.394434,0.313997,0.0154622,0.303581,0.102604,0.0126628,0.0203776,0.013737,0.0196615,0.320573,0.112988,0.0184896,0.0342448,0.0245117,0.0193359,0.310091,0.109212,0.0207357,0.0413737,0.0278971,14.4382,8.01164,12.9017,13.6475,751.938,220.353,547.599,643.176,0.88598,0.89347,0.908609,0.889576,0.224271,0.314253,0.233797,0.241627
96.5724,0.373926,1.7707,1.07734,0.0102865,0.00758464,0.0129557,0.030013,0.181348,0.0922526,0.00133464,0.000716146,0.000976563,0.0373047,0.197786,0.112012,0.00139974,0.00120443,0.0015625,0.044401,0.255013,0.13418,0.00172526,0.00133464,0.00244141,20.1677,12.5804,16.8366,19.215,1057.43,352.285,684.16,937.728,0.844353,0.871569,0.880084,0.844074,0.157098,0.123,0.124901,0.19218
96.1018,0.634701,3.29551,1.53278,0.153125,0.10498,0.139225,0.0375977,0.227637,0.10612,0.0115885,0.00872396,0.0100911,0.0456055,0.235319,0.121647,0.0171224,0.0136719,0.0140625,0.0488607,0.221777,0.125944,0.0193685,0.0161133,0.0180013,13.8231,10.3118,12.2924,13.2101,727.099,328.802,524.954,638.209,0.842997,0.829754,0.798226,0.842582,0.379451,0.334915,0.367821,0.370009
97.0763,0.0915365,0.218132,0.196777,0.0445964,0.0430013,0.0434896,0.00764974,0.0533529,0.027181,0.00377604,0.00332031,0.00380859,0.0102865,0.0685872,0.036263,0.00595703,0.00520833,0.00608724,0.0113607,0.0950521,0.0455078,0.00664063,0.00690104,0.00634766,21.2643,7.5002,18.9916,19.6571,1004.65,162.817,730.912,832.643,0.843324,0.87966,0.872858,0.853642,0.0225266,0.0405764,0.0207349,0.0269877
98.5286,0.170996,1.07503,0.791634,0.333171,0.255404,0.323242,0.0232096,0.265234,0.119206,0.030306,0.0207031,0.0283529,0.0306315,0.33418,0.144727,0.0401042,0.0318359,0.0420247,0.0360026,0.380599,0.163346,0.0519531,0.0471029,0.0569661,16.9736,10.9747,16.9979,17.4989,740.531,334.578,787.582,762.362,0.850391,0.840485,0.843041,0.845909,0.084248,0.169998,0.109089,0.0919968
